City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,akureyri,65.6835,-18.0878,11.96,71,75,3.09,IS,1723390394
283,ulladulla,-35.35,150.4667,10.32,92,2,1.64,AU,1723390395
284,holualoa,19.6228,-155.9522,21.91,86,0,2.57,US,1723390396
285,ivdel',60.6911,60.4206,11.83,72,37,0.4,RU,1723390397
286,selfoss,63.9331,-20.9971,12.92,71,99,4.6,IS,1723390398
287,severo-yeniseyskiy,60.3725,93.0408,11.52,93,96,1.99,RU,1723390399
288,pemangkat,1.1667,108.9667,24.23,94,100,2.67,ID,1723390400
289,thunder bay,48.4001,-89.3168,18.95,63,75,2.06,CA,1723390348
290,gambela,8.25,34.5833,24.12,88,100,1.73,ET,1723390402
291,hailar,49.2,119.7,16.82,86,100,1.09,CN,1723390404
292,zorya,45.9908,29.6967,31.37,32,2,5.58,UA,1723390405
293,tuba city,36.135,-111.2399,25.21,52,72,1.34,US,1723390406
294,hard bargain,26.3167,-77.5667,28.5,76,10,2.35,BS,1723390407
295,paracho de verduzco,19.65,-102.0667,19.81,64,100,0.44,MX,1723390408
296,iwon-up,40.3231,128.6553,24.27,95,98,0.12,KP,1723390409
297,flying fish cove,-10.4217,105.6791,24.82,73,75,5.66,CX,1723390410
298,kourou,5.1552,-52.6478,30.31,63,92,2.8,GF,1723390205
299,bafoulabe,13.8065,-10.8321,29.9,72,86,0.68,ML,1723390413
300,mendoza,-32.8908,-68.8272,13.74,21,0,3.6,AR,1723390166
301,fada,7.25,4.0667,27.67,65,98,1.92,NG,1723390415
302,mega,4.05,38.3,20.06,50,63,4.43,ET,1723390416
303,zepce,44.4267,18.0378,33.18,30,0,2.78,BA,1723390417
304,revda,56.801,59.9303,12.4,81,96,1.91,RU,1723390418
305,nabire,-3.3667,135.4833,24.22,91,100,1.4,ID,1723390419
306,hazleton,40.9584,-75.9746,22.95,66,74,2.24,US,1723390149
307,kertih,4.5141,103.4483,25.01,83,19,1.54,MY,1723390422
308,al qadarif,14.0349,35.3834,28.47,68,100,2.55,SD,1723390423
309,batang,-6.4846,110.7083,25.23,78,14,2.77,ID,1723390424
310,zag,46.9441,99.165,13.57,74,40,1.57,MN,1723390425
311,choyr,46.3611,108.3611,18.99,54,83,1.48,MN,1723390426
312,waimea,20.0231,-155.6717,19.7,91,12,1.34,US,1723390427
313,kuytun,54.3419,101.5036,16.71,93,95,2.37,RU,1723390428
314,bardai,11.65,7.2333,26.34,73,94,4.91,NG,1723390429
315,cagnano varano,41.8287,15.7732,31.99,37,4,2.86,IT,1723390430
316,grande prairie,55.1667,-118.8027,17.1,72,20,0.0,CA,1723390193
317,metlili chaamba,32.2667,3.6333,39.52,13,0,2.57,DZ,1723390432
318,mitu,1.1983,-70.1733,28.96,61,93,1.55,CO,1723390433
319,wajir,1.7471,40.0573,31.98,35,75,4.63,KE,1723390434
320,butterworth,5.3991,100.3638,27.02,78,40,2.06,MY,1723390435
321,okha,53.5739,142.9478,11.59,91,100,7.61,RU,1723390436
322,hobyo,5.3505,48.5268,24.25,82,43,12.01,SO,1723390437
323,pisco,-13.7,-76.2167,16.03,82,100,1.03,PE,1723390440
324,new norfolk,-42.7826,147.0587,5.65,98,13,1.38,AU,1723390441
325,khandyga,62.6667,135.6,14.1,75,44,1.67,RU,1723390442
326,keflavik,64.0049,-22.5624,13.24,71,75,5.14,IS,1723390443
327,ashland,40.8167,-82.2665,20.68,65,0,4.81,US,1723390213
328,mount pearl,47.5166,-52.7813,19.62,100,100,2.06,CA,1723390445
329,whakatane,-37.9585,176.9854,5.28,99,20,1.86,NZ,1723390446
330,baruun-urt,46.6806,113.2792,17.03,61,47,2.92,MN,1723390447
331,springfield,37.2153,-93.2982,23.87,66,75,4.12,US,1723390429
332,samana,19.2056,-69.3369,31.12,74,20,3.09,DO,1723390449
333,turi,40.9173,17.0212,33.6,37,0,5.66,IT,1723390450
334,madang,-5.2246,145.7966,24.59,92,88,0.99,PG,1723390451
335,brisas de zicatela,15.8369,-97.0419,24.29,100,75,1.03,MX,1723390452
336,puerto morazan,12.8504,-87.1717,31.66,61,6,2.45,NI,1723390453
337,cabeza del buey,38.7223,-5.2195,38.68,10,0,4.11,ES,1723390455
338,rio tuba,8.5061,117.4317,27.43,79,50,2.58,PH,1723390456
339,harstad,68.799,16.5293,14.23,97,99,4.47,NO,1723390457
340,vuktyl,63.8567,57.3094,16.73,59,45,1.7,RU,1723390458
341,sretensk,52.2453,117.7093,16.24,69,4,0.51,RU,1723390459
342,biloela,-24.4167,150.5,15.39,93,100,4.6,AU,1723390460
343,zhosaly,45.4878,64.0781,29.82,27,0,4.97,KZ,1723390461
344,palmer,42.1584,-72.3287,25.85,51,20,3.09,US,1723390352
345,midvagur,62.0511,-7.1939,14.46,82,20,4.63,FO,1723390463
346,tsumeb,-19.2333,17.7167,28.81,7,0,4.88,NA,1723390203
347,torghay,49.6339,63.4981,23.03,43,62,2.3,KZ,1723390465
348,nova sintra,14.8667,-24.7167,26.15,75,59,3.98,CV,1723390466
349,coronel dorrego,-38.7187,-61.2873,8.73,57,60,11.42,AR,1723390467
350,yamada,39.4667,141.95,23.47,99,100,8.53,JP,1723390468
351,dwarka,22.2394,68.9678,27.61,88,97,8.26,IN,1723390469
352,ixtapa,20.7,-105.2,29.01,74,75,1.03,MX,1723390470
353,puerto armuelles,8.2833,-82.8667,25.61,89,30,2.24,PA,1723390255
354,mont-laurier,46.5501,-75.4993,19.78,54,80,3.7,CA,1723390284
355,codrington,-38.2667,141.9667,8.54,73,67,4.58,AU,1723390474
356,kavaratti,10.5669,72.642,27.38,86,100,6.71,IN,1723390475
357,hopelchen,19.7667,-89.85,33.69,46,99,1.91,MX,1723390476
358,lemmer,52.8462,5.7091,22.64,66,24,2.73,NL,1723390477
359,arauquita,7.0292,-71.4281,30.74,56,85,1.41,CO,1723390478
360,alenquer,-1.9417,-54.7383,32.78,50,76,1.82,BR,1723390480
361,orgiva,36.9026,-3.4238,30.67,57,0,1.79,ES,1723390481
362,mezhdurechenskiy,59.6,65.9333,11.9,71,90,1.83,RU,1723390482
363,al khafji,28.4391,48.4913,33.5,64,4,5.4,SA,1723390483
364,malango,-2.9627,119.9001,17.21,93,20,1.05,ID,1723390484
365,as sulayyil,20.4607,45.5779,39.85,10,77,5.38,SA,1723390485
366,sabha,27.0377,14.4283,38.14,16,4,3.71,LY,1723390486
367,carahue,-38.7,-73.1667,11.2,71,76,1.41,CL,1723390487
368,kilindoni,-7.9139,39.6668,25.05,75,16,5.95,TZ,1723390488
369,meadow lake,34.8014,-106.5436,29.36,28,18,3.84,US,1723390489
370,bac lieu,9.285,105.7244,27.52,84,78,4.99,VN,1723390490
371,maun,-19.9833,23.4167,27.5,9,0,2.56,BW,1723390492
372,tortoli,39.9256,9.6572,32.86,72,0,4.12,IT,1723390493
373,bhadohi,25.4167,82.5667,30.97,64,91,1.59,IN,1723390494
374,sarupathar,26.1984,93.8094,25.71,92,100,0.69,IN,1723390496
375,palopo,-2.9996,120.1921,22.56,86,6,1.83,ID,1723390497
376,horta,38.5333,-28.6333,25.8,64,40,8.49,PT,1723390498
377,luganville,-15.5333,167.1667,24.74,75,100,6.33,VU,1723390499
378,zeya,53.75,127.2667,15.04,96,90,1.51,RU,1723390500
379,letlhakeng,-24.0944,25.0298,23.71,7,10,2.95,BW,1723390501
380,gebeit,21.0667,36.3167,36.97,18,34,6.28,SD,1723390502
381,carutapera,-1.195,-46.02,31.37,55,2,4.88,BR,1723390503
382,gorom-gorom,14.4439,-0.2361,27.62,69,100,3.82,BF,1723390504
383,axim,4.8699,-2.2405,26.13,78,95,4.47,GH,1723390505
384,misratah,32.3754,15.0925,30.11,60,0,5.83,LY,1723390506
385,kralendijk,12.15,-68.2667,31.99,62,75,7.72,BQ,1723390292
386,shenjiamen,29.9576,122.298,27.56,93,54,6.44,CN,1723390508
387,rexburg,43.826,-111.7897,13.99,77,0,2.57,US,1723390511
388,dakhla,23.6848,-15.958,24.01,78,40,10.29,EH,1723390512
389,korla,41.7597,86.1469,27.24,36,0,1.71,CN,1723390513
390,arauca,7.0847,-70.7591,27.0,78,75,3.09,CO,1723390514
391,hammerfest,70.6634,23.6821,23.25,38,0,6.17,NO,1723390515
392,diawara,15.022,-12.5437,35.51,41,98,2.26,SN,1723390516
393,illizi,26.4833,8.4667,39.71,13,0,7.11,DZ,1723390517
394,takoradi,4.8845,-1.7554,26.47,76,94,5.97,GH,1723390230
395,saint-pierre,-21.3393,55.4781,22.82,68,20,2.57,RE,1723390519
396,el calafate,-50.3408,-72.2768,1.94,80,97,1.21,AR,1723390520
397,ardakan,32.31,54.0175,40.66,10,8,6.33,IR,1723390521
398,south hedland,-20.4089,118.5983,18.96,88,0,0.0,AU,1723390522
399,glace bay,46.1969,-59.957,26.1,85,100,5.66,CA,1723390523
400,vila franca do campo,37.7167,-25.4333,24.11,70,52,6.35,PT,1723390524
401,whistler,50.1164,-122.9695,18.57,72,100,0.0,CA,1723390526
402,angaur state,6.906,134.13,28.42,75,100,2.4,PW,1723390527
403,swakopmund,-22.6833,14.5333,17.21,76,40,5.36,NA,1723390528
404,tangalle,6.024,80.7911,26.45,86,100,5.4,LK,1723390529
405,quang ngai,15.1167,108.8,25.73,85,100,2.06,VN,1723390530
406,san andres,12.5847,-81.7006,30.01,84,20,4.12,CO,1723390531
407,harper,4.375,-7.7169,25.67,80,97,4.76,LR,1723390532
408,jijel,36.8205,5.7667,31.97,58,20,3.09,DZ,1723390533
409,nieuw amsterdam,5.8833,-55.0833,32.01,58,40,2.06,SR,1723390534
410,naze,28.3667,129.4833,26.54,83,19,2.42,JP,1723390535
411,saint-philippe,-21.3585,55.7679,21.62,80,47,7.15,RE,1723390536
412,shalqar,47.8333,59.6,26.53,33,35,5.88,KZ,1723390537
413,reggane,26.7158,0.1714,44.12,9,0,8.37,DZ,1723390538
414,chibougamau,49.9168,-74.3659,13.79,94,100,2.57,CA,1723390539
415,broome,42.2506,-75.833,22.71,54,20,4.12,US,1723390540
416,brejo da madre de deus,-8.1458,-36.3711,32.13,28,49,5.06,BR,1723390541
417,taylors,34.9204,-82.2962,28.43,72,100,6.17,US,1723390542
418,kyabe,9.4515,18.9449,23.73,93,100,1.86,TD,1723390544
419,beyneu,45.3167,55.2,30.47,24,6,5.85,KZ,1723390545
420,howrah,22.5892,88.3103,29.0,94,40,4.63,IN,1723390546
421,jaisalmer,26.9147,70.9181,31.12,65,79,8.42,IN,1723390547
422,gloversville,43.0528,-74.3438,22.2,66,40,5.14,US,1723390500
423,lander,42.833,-108.7307,16.45,77,0,2.57,US,1723390549
424,lebu,-37.6167,-73.65,11.02,68,44,6.4,CL,1723390550
425,amursk,50.2261,136.8994,16.31,93,100,1.59,RU,1723390551
426,poltavka,54.3663,71.7632,15.07,54,100,2.0,RU,1723390552
427,muromtsevo,56.3724,75.2418,10.11,87,51,2.22,RU,1723390553
428,muravlenko,63.7898,74.523,10.99,94,100,1.96,RU,1723390407
429,sola,-13.8833,167.55,25.67,76,100,11.86,VU,1723390555
430,abeche,13.8292,20.8324,27.01,80,75,5.14,TD,1723390556
431,penzance,50.1186,-5.5371,20.54,79,1,10.1,GB,1723390557
432,diamantino,-14.4086,-56.4461,30.19,17,53,2.43,BR,1723390558
433,sumberpucung,-8.1586,112.4829,16.18,90,42,1.33,ID,1723390559
434,pimentel,-6.8367,-79.9342,17.16,82,100,3.6,PE,1723390561
435,kamyshevatskaya,46.4132,37.9563,26.96,63,0,6.16,RU,1723390562
436,al qaryatayn,34.2296,37.2407,26.94,51,0,7.48,SY,1723390563
437,uige,-7.6087,15.0613,32.77,20,3,3.05,AO,1723390564
438,nizhneangarsk,55.7833,109.55,16.52,63,8,1.07,RU,1723390565
439,st. john's,47.5649,-52.7093,20.08,99,100,2.06,CA,1723390566
440,lautoka,-17.6167,177.4667,19.92,73,20,4.12,FJ,1723390567
441,smara,26.7384,-11.6719,45.34,9,58,4.52,EH,1723390568
442,bonthe,7.5264,-12.505,25.74,79,100,5.08,SL,1723390569
443,kotabumi,-4.8333,104.9,24.02,91,54,2.3,ID,1723390570
444,zonguldak,41.25,31.8333,24.13,53,0,2.53,TR,1723390571
445,yarmouth,41.7057,-70.2286,26.72,56,0,2.06,US,1723390572
446,gosen,37.7333,139.1667,23.9,97,84,1.24,JP,1723390573
447,grimstad,58.3405,8.5934,19.49,47,2,6.85,NO,1723390574
448,adi keyh,14.8444,39.3772,20.61,56,0,2.84,ER,1723390575
449,timbuktu,16.7735,-3.0074,37.14,27,78,3.71,ML,1723390577
450,kuacjok,8.3002,27.9903,22.19,95,100,1.56,SS,1723390579
451,saipan,15.1355,145.701,28.39,83,20,0.0,MP,1723390580
452,coquimbo,-29.9533,-71.3436,16.1,71,75,4.63,CL,1723390581
453,turinskaya sloboda,57.6232,64.3858,11.87,70,38,1.77,RU,1723390582
454,gadzhiyevo,69.2551,33.3362,18.32,58,66,6.42,RU,1723390583
455,joshimath,30.5667,79.5667,18.66,86,98,0.53,IN,1723390584
456,saurimo,-9.6608,20.3916,31.23,9,1,1.53,AO,1723390585
457,ginir,7.1333,40.7,18.93,63,85,4.61,ET,1723390586
458,luderitz,-26.6481,15.1594,17.21,76,41,7.17,NA,1723390587
459,vilyuysk,63.7553,121.6247,10.48,56,58,1.36,RU,1723390588
460,sinazongwe,-17.2614,27.4618,24.97,35,0,1.47,ZM,1723390453
461,pak phanang,8.3511,100.202,26.82,87,28,4.43,TH,1723390591
462,linqiong,30.4159,103.4609,24.78,73,57,1.82,CN,1723390592
463,zaozersk,69.4005,32.4476,14.72,76,78,3.97,RU,1723390593
464,mournies,35.4764,24.0092,29.22,54,20,6.17,GR,1723390594
465,faro,37.0194,-7.9322,23.88,78,0,4.63,PT,1723390595
466,leua,48.2156,18.6071,32.84,29,4,5.36,SK,1723390596
467,bergama,39.1207,27.1805,31.24,31,0,9.48,TR,1723390597
468,port augusta,-32.5,137.7667,11.67,75,14,1.55,AU,1723390598
469,makungu,-8.7333,35.2833,17.98,57,23,2.35,TZ,1723390600
470,ngorongoro,-3.2397,35.4875,15.23,49,26,1.69,TZ,1723390601
471,la ronge,55.1001,-105.2842,20.12,63,100,3.09,CA,1723390555
472,wotho,10.1657,166.0102,28.34,76,52,6.04,MH,1723390603
473,aasiaat,68.7098,-52.8699,2.87,96,97,3.06,GL,1723390604
474,hoemul-li,41.4339,129.67,23.57,92,99,1.89,KP,1723390605
475,hengshui,37.7322,115.7011,24.5,65,0,2.49,CN,1723390607
476,sao gabriel da cachoeira,-0.1303,-67.0892,24.89,88,100,1.54,BR,1723390608
477,banlung,13.7468,107.0045,22.52,98,99,0.53,KH,1723390609
478,port moresby,-9.4431,147.1797,25.68,83,20,4.12,PG,1723390610
479,porkhov,57.765,29.5561,15.32,89,99,4.28,RU,1723390611
480,gizo,-8.103,156.8419,26.38,83,98,6.67,SB,1723390613
481,angra do heroismo,38.65,-27.2167,26.34,62,40,2.68,PT,1723390614
482,arcos de la frontera,36.7508,-5.8106,36.29,34,0,6.71,ES,1723390616
483,zavety il'icha,49.0294,140.2494,13.24,98,100,1.0,RU,1723390620
484,gazli,40.1333,63.45,34.5,16,0,5.3,UZ,1723390394
485,ialibu,-6.2821,143.9935,14.69,100,99,0.39,PG,1723390622
486,qamdo,31.1667,97.2333,6.75,65,3,1.12,CN,1723390623
487,salinopolis,-0.6136,-47.3561,29.23,67,66,6.0,BR,1723390624
488,sandnessjoen,66.0217,12.6316,13.06,94,75,9.77,NO,1723390625
489,kirensk,57.7853,108.1119,20.3,69,14,1.14,RU,1723390626
490,maintirano,-18.0667,44.0167,24.2,80,0,2.66,MG,1723390627
491,mejit,10.2753,170.8646,28.05,79,58,6.98,MH,1723390628
492,herceg novi,42.4531,18.5375,33.48,33,0,3.6,ME,1723390629
493,brookings,44.3114,-96.7984,21.14,73,0,2.57,US,1723390630
494,zhezqazghan,47.7833,67.7667,24.32,31,0,4.0,KZ,1723390632
495,las higueras,-33.0923,-64.289,14.13,22,49,7.24,AR,1723390633
496,wynyard,-41.0,145.7167,8.23,92,44,1.68,AU,1723390634
497,dasha,23.11,113.4444,29.76,77,100,1.99,CN,1723390635
498,vilyuchinsk,52.9306,158.4028,10.43,91,0,0.61,RU,1723390636
499,kasama,-10.2129,31.1808,22.15,19,0,1.01,ZM,1723390637
500,bayanhongor,46.7167,100.1167,12.55,64,100,2.72,MN,1723390639
501,itoman,26.1247,127.6694,30.01,84,20,1.03,JP,1723390640
502,ponta delgada,37.7333,-25.6667,25.4,65,20,9.77,PT,1723390641
503,arkalyk,50.2486,66.9114,19.85,44,30,2.45,KZ,1723390642
504,nelson,-41.2833,173.2833,10.16,74,53,0.45,NZ,1723390643
505,eydhafushi,5.1033,73.0708,27.48,80,100,5.98,MV,1723390644
506,chipinge,-20.1883,32.6236,20.05,20,0,2.39,ZW,1723390645
507,fort mcmurray,56.7268,-111.381,19.77,63,0,2.06,CA,1723390646
508,hilo,19.7297,-155.09,21.85,88,40,3.6,US,1723390647
509,lae,-6.7221,146.9847,21.85,85,80,2.26,PG,1723390649
510,murovani kurylivtsi,48.7235,27.5189,25.67,46,26,4.91,UA,1723390650
511,gaspe,48.8334,-64.4819,25.12,65,40,4.63,CA,1723390400
512,pacific grove,36.6177,-121.9166,13.14,95,100,5.36,US,1723390652
513,tarashcha,49.5583,30.4926,25.66,31,19,6.19,UA,1723390653
514,malvan,16.0667,73.4667,27.1,84,100,2.38,IN,1723390654
515,mahajanga,-15.7167,46.3167,27.01,65,20,1.54,MG,1723390655
516,douarnenez,48.0954,-4.329,28.45,61,75,5.14,FR,1723390656
517,chantada,42.6088,-7.7712,33.21,24,0,6.76,ES,1723390657
518,etzatlan,20.7667,-104.0833,22.27,80,96,1.21,MX,1723390658
519,priargunsk,50.3691,119.1012,17.27,81,3,0.4,RU,1723390659
520,kievka,50.2619,71.5514,19.01,48,100,5.16,KZ,1723390660
521,northam,51.0333,-4.2167,23.72,68,7,8.23,GB,1723390661
522,ola,59.5833,151.2833,12.49,91,100,4.18,RU,1723390662
523,mugia,43.1041,-9.2179,19.88,92,93,4.07,ES,1723390663
524,ad darb,17.7229,42.2526,31.16,66,65,8.76,SA,1723390664
525,port douglas,-16.4833,145.4667,21.06,87,98,2.41,AU,1723390665
526,ulety,51.3572,112.4849,16.82,64,2,0.7,RU,1723390667
527,pitimbu,-7.4706,-34.8086,26.78,71,100,4.12,BR,1723390668
528,hue,16.4667,107.6,30.06,74,40,1.54,VN,1723390669
529,pico truncado,-46.7949,-67.9573,6.64,57,55,4.21,AR,1723390670
530,novyye lapsary,56.0685,47.2142,18.84,82,20,4.0,RU,1723390671
531,tupa,-21.9347,-50.5136,20.53,29,72,1.21,BR,1723390672
532,malpica,43.3228,-8.8105,28.47,57,14,6.3,ES,1723390673
533,xilin hot,43.9667,116.0333,15.54,97,100,2.97,CN,1723390674
534,panama city,8.9936,-79.5197,31.07,60,40,1.54,PA,1723390507
535,weno,7.4515,151.8468,27.97,83,40,0.0,FM,1723390676
536,nosy varika,-20.5833,48.5333,22.02,79,1,4.28,MG,1723390677
537,zinjibar,13.1287,45.3807,30.72,62,5,3.2,YE,1723390452
538,mirabela,-16.2628,-44.1644,30.03,32,87,1.65,BR,1723390679
539,chokwe,-24.5333,32.9833,29.27,18,0,3.76,MZ,1723390680
540,kuala belait,4.5833,114.1833,25.4,92,100,2.64,BN,1723390681
541,xingtai,37.0631,114.4942,25.39,64,0,1.0,CN,1723390682
542,alaghsas,17.0187,8.0168,30.94,62,75,2.57,NE,1723390683
543,kuzovatovo,53.5468,47.6866,17.0,81,100,4.14,RU,1723390685
544,umm kaddadah,13.6017,26.6876,32.72,40,88,2.03,SD,1723390686
545,lerwick,60.1545,-1.1494,14.02,87,79,4.59,GB,1723390687
546,dole,47.0833,5.5,33.79,38,0,1.54,FR,1723390688
547,roma,43.2128,-75.4557,21.73,61,40,4.63,US,1723390689
548,turuntayevo,52.2,107.6167,19.83,84,43,1.63,RU,1723390690
549,vikulovo,56.8167,70.6107,11.65,82,75,2.23,RU,1723390691
550,ende,-8.8432,121.6623,20.34,87,80,1.22,ID,1723390692
551,natchez,31.5604,-91.4032,27.69,54,0,2.57,US,1723390693
552,wenshui,28.4506,106.5267,20.13,90,96,0.34,CN,1723390694
553,qala i naw,34.9874,63.1289,30.28,15,0,5.92,AF,1723390695
554,arraial do cabo,-22.9661,-42.0278,21.98,64,20,4.63,BR,1723390600
555,necochea,-38.5473,-58.7368,8.83,75,44,13.05,AR,1723390697
556,douentza,14.9951,-2.9517,32.06,50,100,0.95,ML,1723390698
557,ghanzi,-21.5667,21.7833,24.1,8,0,1.77,BW,1723390699
558,kalevala,65.2,31.1667,14.5,93,100,2.13,RU,1723390700
559,elliot lake,46.3834,-82.6331,11.81,86,99,2.12,CA,1723390701
560,san ignacio de velasco,-16.3667,-60.95,27.69,22,7,1.08,BO,1723390703
561,kayangel,8.0823,134.7173,28.66,74,100,2.63,PW,1723390704
562,lincoln city,44.9582,-124.0179,16.27,97,81,3.58,US,1723390705
563,grand falls-windsor,48.9332,-55.6649,24.03,58,84,2.36,CA,1723390706
564,vrede,-27.4257,29.1659,16.59,12,81,3.56,ZA,1723390707
565,tutoia,-2.7619,-42.2744,29.3,64,7,6.33,BR,1723390708
566,dmitrov,56.35,37.5167,15.7,82,30,4.18,RU,1723390709
